vendor_id,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_doing_business_as_name,cage_code,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_county_name,recipient_state_code,recipient_zip_4_code,contracting_officers_determination_of_business_size_code,contracting_officers_determination_of_business_size,source_transaction_count,recipient_name_variant_count,address_variant_count
UEI:VTZLQ4KHQAK5,VTZLQ4KHQAK5,,MISSION CONTRACTING INC,MISSION CONTRACTING INC,,74BL7,VTZLQ4KHQAK5,,MISSION CONTRACTING INC,USA,7012 KINGFISHER LN,,LANHAM,PRINCE GEORGE'S,MD,207063958,S,SMALL BUSINESS,1,1,1
UEI:JCF9ED1AD3N8,JCF9ED1AD3N8,,"TIDEWATER, INC.","TIDEWATER, INC.",,1HMG8,JCF9ED1AD3N8,,"TIDEWATER, INC.",USA,6625 SELNICK DRIVE SUITE A,,ELKRIDGE,HOWARD,MD,210756220,S,SMALL BUSINESS,28,1,1
UEI:NYGMCNLHFSL7,NYGMCNLHFSL7,,TASH J GROUP INC,TASH J GROUP INC,,7T0A0,NYGMCNLHFSL7,,TASH J GROUP INC,USA,4610 N FRANKLIN RD,,INDIANAPOLIS,MARION,IN,462262967,S,SMALL BUSINESS,10,1,1
UEI:F6CLQ21MDL21,F6CLQ21MDL21,,UNIVERSITY MOVING & STORAGE CO,UNIVERSITY MOVING & STORAGE COMPANY,,4CYM0,F6CLQ21MDL21,,UNIVERSITY MOVING & STORAGE CO,USA,23305 COMMERCE DR,,FARMINGTON HILLS,OAKLAND,MI,483352727,S,SMALL BUSINESS,8,1,1
UEI:KMQCBVSCKNA1,KMQCBVSCKNA1,,TOOLWORKS,TOOLWORKS INC,,3Z527,KMQCBVSCKNA1,,TOOLWORKS,USA,25 KEARNY ST STE 400,,SAN FRANCISCO,SAN FRANCISCO,CA,941085506,O,OTHER THAN SMALL BUSINESS,4,1,1
UEI:LNLBRGZA21N9,LNLBRGZA21N9,,"COLLIERS INTERNATIONAL DC, LLC","COLLIERS INTERNATIONAL DC, LLC",,7DR25,LR8EYKCGDJS7,,COLLIERS INTERNATIONAL GROUP INC,USA,1625 I ST NW STE 950,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200064061,O,OTHER THAN SMALL BUSINESS,3,1,1
UEI:DRJ1AN5K17S9,DRJ1AN5K17S9,,"WELLNER ARCHITECTS, INC.","WELLNER ARCHITECTS, INC",,1WFN0,DRJ1AN5K17S9,,"WELLNER ARCHITECTS, INC.",USA,1627 MAIN ST STE 100,,KANSAS CITY,JACKSON,MO,641081339,S,SMALL BUSINESS,5,1,1
UEI:E2LNTGNM1968,E2LNTGNM1968,,HAMMER LGC INC,"HAMMER LGC, INC.",,1FZJ5,JR2BJ4MKMYJ3,,"HAMMER LGC, INC.",USA,4 W ENGLISH ST,,SAMSON,GENEVA,AL,364771152,S,SMALL BUSINESS,45,1,1
UEI:J3S1AVB7FW11,J3S1AVB7FW11,,THE FERNANDO GROUP LLC,THE FERNANDO GROUP LLC,,9ZQG6,J3S1AVB7FW11,,THE FERNANDO GROUP LLC,USA,1636 BROADWAY ST APT 114,,FRESNO,FRESNO,CA,937211663,S,SMALL BUSINESS,1,1,1
UEI:L88XJRQMRL41,L88XJRQMRL41,,"CALIDAD INDUSTRIES, INC.","CALIDAD INDUSTRIES, INC.",CALIDAD INDUSTRIES INC,1E9S2,L88XJRQMRL41,,"CALIDAD INDUSTRIES, INC.",USA,1700 PARK STREET UNIT 220,,ALAMEDA,ALAMEDA,CA,945011571,O,OTHER THAN SMALL BUSINESS,3,1,2
UEI:J8CXXKK19918,J8CXXKK19918,,"CUSTOM LAWN SERVICE, INC.",CUSTOM LAWN SERVICE INC,,0T1B7,J8CXXKK19918,,"CUSTOM LAWN SERVICE, INC.",USA,211 CRUSADER RD,,CAMBRIDGE,DORCHESTER,MD,216132001,S,SMALL BUSINESS,21,1,2
UEI:TUSVWVTM3JQ9,TUSVWVTM3JQ9,,NRG BUSINESS MARKETING LLC,NRG BUSINESS MARKETING LLC,,70UR6,TUSVWVTM3JQ9,,NRG BUSINESS MARKETING LLC,USA,804 CARNEGIE CTR,,PRINCETON,MERCER,NJ,085406023,O,OTHER THAN SMALL BUSINESS,24,1,2
UEI:CNNLSHFN4KW8,CNNLSHFN4KW8,,KWR CONSTRUCTION INC,"KWR CONSTRUCTION, INC.",,59W54,CNNLSHFN4KW8,,KWR CONSTRUCTION INC,USA,76 N TEN POND PL,,SIERRA VISTA,COCHISE,AZ,856358987,S,SMALL BUSINESS,16,1,1
UEI:ZNEQDU96DD97,ZNEQDU96DD97,,AHNTECH INC,"AHNTECH, INC.",,8X637,WZX1NNSH5M75,,AHNTECH INC,USA,1931 OLD MIDDLEFIELD WAY STE D,STE D,MOUNTAIN VIEW,SANTA CLARA,CA,940432559,S,SMALL BUSINESS,15,1,1
UEI:CPQHCUJC6BY9,CPQHCUJC6BY9,,CIERRA GROUP INC.,CIERRA GROUP INC.,,94TP6,CPQHCUJC6BY9,,CIERRA GROUP INC.,USA,10565 FAIRFAX BLVD STE 202,,FAIRFAX,FAIRFAX (CITY),VA,220303104,S,SMALL BUSINESS,2,1,1
UEI:SJXLWD8JVAZ4,SJXLWD8JVAZ4,,"NATIONAL ELEVATOR INSPECTION SERVICES, INC",NATIONAL ELEVATOR INSPECTION SERVICES INCORPORATED,,3BNH9,SJXLWD8JVAZ4,,"NATIONAL ELEVATOR INSPECTION SERVICES, INC",USA,11973 WESTLINE INDUSTRIAL DR STE 100,,SAINT LOUIS,ST. LOUIS,MO,631463216,O,OTHER THAN SMALL BUSINESS,3,1,1
UEI:NBB7WREBZ3P5,NBB7WREBZ3P5,,AATC8 INC,AATC8 INC,,8MG93,NBB7WREBZ3P5,,AATC8 INC,USA,14900 SWEITZER LN,STE 203,LAUREL,PRINCE GEORGE'S,MD,207072910,S,SMALL BUSINESS,1,1,1
UEI:HRU1YNT5KWM7,HRU1YNT5KWM7,,EZEKIEL CONSTRUCTION INC,EZEKIEL CONSTRUCTION INC,,52G25,MW55BMK76M47,,EZEKIEL CONSTRUCTION INC,USA,762 BONNIE BRAE AVE SW,,ATLANTA,FULTON,GA,303102810,S,SMALL BUSINESS,7,1,1
UEI:K5BEUJL83NZ3,K5BEUJL83NZ3,,NORTHCON INC,"NORTHCON, INC.",,1T5H3,K5BEUJL83NZ3,,NORTHCON INC,USA,10615 N GOVERNMENT WAY,,HAYDEN,KOOTENAI,ID,838359674,S,SMALL BUSINESS,2,1,1
UEI:D421NV15P5D3,D421NV15P5D3,,DIVERSIFIED MAINTENANCE SYSTEMS INC,DIVERSIFIED MAINTENANCE SYSTEMS INC,,45RR2,D421NV15P5D3,,DIVERSIFIED MAINTENANCE SYSTEMS INC,USA,611 W 9560 S,STE B,SANDY,SALT LAKE,UT,840702598,S,SMALL BUSINESS,21,1,1
UEI:FUL9FAAW2QA7,FUL9FAAW2QA7,,"S. J. THOMAS CO., INC.","S. J. THOMAS CO., INC.",,59FP9,FUL9FAAW2QA7,,"S. J. THOMAS CO., INC.",USA,300 BURNET AVENUE,,SYRACUSE,ONONDAGA,NY,132032302,S,SMALL BUSINESS,46,1,1
UEI:C4L1WKJV8GM9,C4L1WKJV8GM9,,"THE AULSON CO., INC","THE AULSON CO., INC",,04NF9,C4L1WKJV8GM9,,"THE AULSON CO., INC",USA,49 DANTON DR,,METHUEN,ESSEX,MA,018441513,S,SMALL BUSINESS,3,1,1
UEI:L1FMHE55ZGK5,L1FMHE55ZGK5,,"MAVOLIC, L.L.C.","MAVOLIC, L.L.C.",MAVOLIC LLC,8UG20,L1FMHE55ZGK5,,"MAVOLIC, L.L.C.",USA,8200 LAKESHORE DR,,HYPOLUXO,PALM BEACH,FL,334626057,S,SMALL BUSINESS,7,1,1
UEI:C3BKD1R9DKQ3,C3BKD1R9DKQ3,,"MSAB, LLC","MSAB, LLC",,6X2Y1,ZEGRS1AV72D7,,MSAB/HCR JV  LLC,USA,400 PERRY PKWY,,PERRY,HOUSTON,GA,310699246,S,SMALL BUSINESS,3,1,1
UEI:UN9THDKMNJ46,UN9THDKMNJ46,,COMPUTER SOLUTIONS OF MIDDLE GEORGIA INC,COMPUTER SOLUTIONS OF MIDDLE GEORGIA INC,,5ZR78,UN9THDKMNJ46,,COMPUTER SOLUTIONS OF MIDDLE GEORGIA INC,USA,1324 N JEFFERSON ST,,DUBLIN,LAURENS,GA,310216402,S,SMALL BUSINESS,1,1,1
UEI:N3MYJ5PNYYM7,N3MYJ5PNYYM7,,BLUE CONSTRUCTION SERVICES LLC,BLUE CONSTRUCTION SERVICES LLC,,7SZK8,N3MYJ5PNYYM7,,BLUE CONSTRUCTION SERVICES LLC,USA,633 YORK LN SE,,LEESBURG,LOUDOUN,VA,201754017,S,SMALL BUSINESS,6,1,1
UEI:GSKWN9HAD6V3,GSKWN9HAD6V3,,HAIDS PLUMBING & HEATING,HAIDS PLUMBING & HEATING,,7KLK2,GSKWN9HAD6V3,,HAIDS PLUMBING & HEATING,USA,1105 FALCON ST,,MILLS,NATRONA,WY,82644,S,SMALL BUSINESS,11,1,1
UEI:PMN6FW5EGNP8,PMN6FW5EGNP8,,THG COMPANIES LLC,THG COMPANIES LLC,,71A04,PMN6FW5EGNP8,,THG COMPANIES LLC,USA,2031 CLIPPER PARK RD,STE 107,BALTIMORE,BALTIMORE (CITY),MD,212111490,S,SMALL BUSINESS,1,1,1
UEI:NY1RUL3EKRG9,NY1RUL3EKRG9,,"BAKER, PETERSON, BAKER AND ASSOCIATES, INC","BAKER, PETERSON, BAKER AND ASSOCIATES, INC",,4YJ09,NY1RUL3EKRG9,,"BAKER, PETERSON, BAKER AND ASSOCIATES, INC",USA,4547 E FORT LOWELL RD STE 401,,TUCSON,PIMA,AZ,857121168,S,SMALL BUSINESS,3,1,1
UEI:C7J1AQRDB6N6,C7J1AQRDB6N6,,"NICHOLS CUSTOM BUILDERS & DESIGN, INC.","NICHOLS CUSTOM BUILDERS & DESIGN, INC.",,6FKM4,C7J1AQRDB6N6,,"NICHOLS CUSTOM BUILDERS & DESIGN, INC.",USA,9816 EMERALD POINT DR,UNIT 9,CHARLOTTE,MECKLENBURG,NC,282786536,S,SMALL BUSINESS,10,1,1
UEI:F9TKMKAGQNA9,F9TKMKAGQNA9,,CALDERON ENTERPRISES LLC,CALDERON ENTERPRISES LLC,,89HB7,F9TKMKAGQNA9,,CALDERON ENTERPRISES LLC,USA,3345 HOLLINS FERRY RD,,HALETHORPE,BALTIMORE,MD,212272013,S,SMALL BUSINESS,2,1,1
UEI:LETMQM2GWMS4,LETMQM2GWMS4,,MAGNUM INC,MAGNUM INC,,05GD7,LETMQM2GWMS4,,MAGNUM INC,USA,650 CATHERINE ST,,WARMINSTER,BUCKS,PA,189742802,S,SMALL BUSINESS,10,1,1
UEI:GDMKNKGUGMC5,GDMKNKGUGMC5,,PILKINGTON CONTRACTING CO INC,"PILKINGTON CONTRACTING CO., INC.",,8BUB9,GDMKNKGUGMC5,,PILKINGTON CONTRACTING CO INC,USA,2975 S AVENUE B,,YUMA,YUMA,AZ,853647703,S,SMALL BUSINESS,8,1,1
UEI:MC2DRZ738KE3,MC2DRZ738KE3,,"ROCHESTER REHABILITATION CENTER, INC.","ROCHESTER REHABILITATION CENTER, INC.",,1ECK3,MC2DRZ738KE3,,"ROCHESTER REHABILITATION CENTER, INC.",USA,1000 ELMWOOD AVE,,ROCHESTER,MONROE,NY,146203042,O,OTHER THAN SMALL BUSINESS,8,1,1
UEI:FCRFND3JXDD7,FCRFND3JXDD7,,"EXCELOUS, LLC","EXCELOUS, LLC",,66C49,TQZXUFGA7ZL5,,EXCELOUS  LLC,USA,2678 TELFAIR DRIVE,,SMYRNA,COBB,GA,300802232,S,SMALL BUSINESS,3,1,2
UEI:F7NMJQLJ5XE9,F7NMJQLJ5XE9,,GIL GENERAL & ELECTRICAL CONTRACTORS INC,GIL GENERAL & ELECTRICAL CONTRACTORS INC,,4SYC0,F7NMJQLJ5XE9,,GIL GENERAL & ELECTRICAL CONTRACTORS INC,USA,1405 CHEWS LANDING RD STE 41,,LAUREL SPRINGS,CAMDEN,NJ,080212769,S,SMALL BUSINESS,23,1,1
UEI:HM6WNQWHZBA8,HM6WNQWHZBA8,,"LCPTRACKER, INC.","LCPTRACKER, INC.",,4YCJ4,HM6WNQWHZBA8,,"LCPTRACKER, INC.",USA,117 E CHAPMAN AVE,,ORANGE,ORANGE,CA,928661401,S,SMALL BUSINESS,2,1,1
UEI:LKTBLK9RBZ53,LKTBLK9RBZ53,,JACOBS ENGINEERING GROUP INC.,JACOBS ENGINEERING GROUP INC.,,4N4A8,MS4JKPLLQ4X9,,STG LLC,USA,1100 N GLEBE RD STE 500,,ARLINGTON,ARLINGTON,VA,222015785,O,OTHER THAN SMALL BUSINESS,21,1,1
UEI:LJJ6DGARYF48,LJJ6DGARYF48,,EXP FEDERAL INC.,EXP FEDERAL INC.,,8R556,L8FKRRZM6FH1,,EXP GLOBAL INC,USA,205 N MICHIGAN AVE STE 3800,,CHICAGO,COOK,IL,606015941,O,OTHER THAN SMALL BUSINESS,8,1,1
UEI:CEHQECRXTPH1,CEHQECRXTPH1,,"SHALOM BARANES ASSOCIATES, P.C.","SHALOM BARANES ASSOCIATES, P.C.",,03PU8,CEHQECRXTPH1,,"SHALOM BARANES ASSOCIATES, P.C.",USA,1010 WISCONSIN AVE NW STE 900,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200073673,O,OTHER THAN SMALL BUSINESS,2,1,1
UEI:D8UJL5YP2LU7,D8UJL5YP2LU7,,BROTHERS MECHANICAL SERVICES LLC,BROTHERS MECHANICAL SERVICES LLC,,5R8F2,D8UJL5YP2LU7,,BROTHERS MECHANICAL SERVICES LLC,USA,8996 MIKE GARCIA DR,,MANASSAS,PRINCE WILLIAM,VA,201095455,S,SMALL BUSINESS,4,1,1
UEI:VXJ9KCULLET5,VXJ9KCULLET5,,CVK ENTERPRISES INC,"CVK ENTERPRISES, INC.",,0JXX5,VXJ9KCULLET5,,CVK ENTERPRISES INC,USA,1171 S NORTHPOINT BLVD,,WAUKEGAN,LAKE,IL,600858216,S,SMALL BUSINESS,1,1,1
UEI:J3M5EM9GLUW5,J3M5EM9GLUW5,,"GOVERNMENT SALES, LLC","GOVERNMENT SALES, LLC",,1Q8T9,J3M5EM9GLUW5,,"GOVERNMENT SALES, LLC",USA,4644 ARENDELL ST STE A,,MOREHEAD CITY,CARTERET,NC,285572759,S,SMALL BUSINESS,3,1,1
UEI:X699HTJAFFQ9,X699HTJAFFQ9,,FIBER BUSINESS SOLUTIONS GROUP INC,FIBER BUSINESS SOLUTIONS GROUP INC,,523Z5,X699HTJAFFQ9,,FIBER BUSINESS SOLUTIONS GROUP INC,USA,3019 W GERMANTOWN PIKE,,NORRISTOWN,MONTGOMERY,PA,194031002,S,SMALL BUSINESS,23,1,1
UEI:PJC3JMNMAH77,PJC3JMNMAH77,,"SMITHGROUP, INC.","SMITHGROUP, INC.",,81731,PJC3JMNMAH77,,"SMITHGROUP, INC.",USA,1700 NEW YORK AVE NW 100,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200065204,O,OTHER THAN SMALL BUSINESS,14,1,2
UEI:FQD7JACNMTJ4,FQD7JACNMTJ4,,PICTURE OF HEALTH LLC,PICTURE OF HEALTH LLC,,9FXK7,FQD7JACNMTJ4,,PICTURE OF HEALTH LLC,USA,609 H ST NE,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200027184,S,SMALL BUSINESS,1,1,1
UEI:C7EDXAWB1RT9,C7EDXAWB1RT9,,PIKE DEW JV GP,PIKE DEW JV GP,,9WPC5,C7EDXAWB1RT9,,PIKE DEW JV GP,USA,1 CIRCLE ST,,ROCHESTER,MONROE,NY,146071007,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:K76GCQ7DK664,K76GCQ7DK664,,BRETCO LLC,BRETCO LLC,,04XT9,K76GCQ7DK664,,BRETCO LLC,USA,8373B GREENSBORO DR,,MC LEAN,FAIRFAX,VA,221023529,S,SMALL BUSINESS,1,1,1
UEI:KJBPJDNGRLK7,KJBPJDNGRLK7,,SOLAR TURBINES INCORPORATED,SOLAR TURBINES INCORPORATED,,66195,D77VA4G9VJG8,,CATERPILLAR INC.,USA,2200 PACIFIC HWY,,SAN DIEGO,SAN DIEGO,CA,921011745,O,OTHER THAN SMALL BUSINESS,3,1,1
UEI:QW9FWW4TBWB1,QW9FWW4TBWB1,,ONE TOUCH FACILITY PARTNERS LLC,ONE TOUCH FACILITY PARTNERS LLC,,9BWN8,QW9FWW4TBWB1,,ONE TOUCH FACILITY PARTNERS LLC,USA,2260 HIGHLAND VILLAGE ROAD,,HIGHLAND VILLAGE,DENTON,TX,750777132,S,SMALL BUSINESS,5,1,1
UEI:KGL9DHD2JZC5,KGL9DHD2JZC5,,"K&G CONTRACTING SOLUTIONS, INC.",K & G ELECTRICAL CONTRACTORS INC.,,88YC1,KGL9DHD2JZC5,,"K&G CONTRACTING SOLUTIONS, INC.",USA,13207 VANDINE ST,,UPPER MARLBORO,PRINCE GEORGE'S,MD,207741827,S,SMALL BUSINESS,1,1,1
UEI:Z32YAZSJ6AN3,Z32YAZSJ6AN3,,HAA - MMC JV LLC,HAA - MMC JV LLC,,9W2V4,Z32YAZSJ6AN3,,HAA - MMC JV LLC,USA,1928 BENNING RD NE # 2,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200024724,S,SMALL BUSINESS,1,1,1
UEI:ZMWAL5FSMNG4,ZMWAL5FSMNG4,,IBS L.L.C,IBS L.L.C,,8U9C1,ZMWAL5FSMNG4,,IBS L.L.C,USA,287 MAIN ST,,CROMWELL,LOWER CONNECTICUT RIVER VALLEY,CT,064162304,S,SMALL BUSINESS,2,1,1
UEI:JJKPJR3QLCL5,JJKPJR3QLCL5,,SANDOW CONSTRUCTION INC,SANDOW CONSTRUCTION INC,,6KGD5,JJKPJR3QLCL5,,SANDOW CONSTRUCTION INC,USA,4300 48TH ST,,BLADENSBURG,PRINCE GEORGE'S,MD,207101108,S,SMALL BUSINESS,6,1,1
UEI:NE7MA2MFTA77,NE7MA2MFTA77,,"DW SOLUTIONS, LLC","DW SOLUTIONS, LLC",,8W5J6,NE7MA2MFTA77,,"DW SOLUTIONS, LLC",USA,5645U GENERAL WASHINGTON DR,,ALEXANDRIA,FAIRFAX,VA,223122403,S,SMALL BUSINESS,26,1,1
UEI:DBWNLMAHMLH5,DBWNLMAHMLH5,,"FUNCTION ENTERPRISES, INC.","FUNCTION ENTERPRISES, INC.",,0D1B9,DBWNLMAHMLH5,,"FUNCTION ENTERPRISES, INC.",USA,7954 CAMERON BROWN CT,,SPRINGFIELD,FAIRFAX,VA,221532808,S,SMALL BUSINESS,1,1,1
UEI:ULD3SJJ3DN17,ULD3SJJ3DN17,,RGC CONSTRUCTORS INC,RGC CONSTRUCTORS INC,,62A30,ULD3SJJ3DN17,,RGC CONSTRUCTORS INC,USA,105 N 31ST AVE,STE 216,OMAHA,DOUGLAS,NE,681312915,S,SMALL BUSINESS,18,1,1
UEI:E9F4MH311CG3,E9F4MH311CG3,,"CAPITOL STEAM AND CLEAN, LLC","CAPITOL STEAM AND CLEAN, LLC",,8SLX2,E9F4MH311CG3,,"CAPITOL STEAM AND CLEAN, LLC",USA,2108 VIRGINIA AVE,,HYATTSVILLE,PRINCE GEORGE'S,MD,207854944,S,SMALL BUSINESS,1,1,1
UEI:QEJPBRUZ7L66,QEJPBRUZ7L66,,SUPERIOR STRUCTURES LLC,SUPERIOR STRUCTURES LLC,,7SN91,QEJPBRUZ7L66,,SUPERIOR STRUCTURES LLC,USA,113 HOWARD ST,,LA PLATA,CHARLES,MD,206466949,S,SMALL BUSINESS,11,1,1
UEI:LRRWCMWBUGM6,LRRWCMWBUGM6,,"PBSR JV, LLC","PBSR JV, LLC",,9YP80,LRRWCMWBUGM6,,"PBSR JV, LLC",USA,19035 US HIGHWAY 75,,HOLTON,JACKSON,KS,664368101,S,SMALL BUSINESS,1,1,1
UEI:X4NEKNM9ZA67,X4NEKNM9ZA67,,ASSETS INC.,"ASSETS, INC.",,0M4W9,X4NEKNM9ZA67,,ASSETS INC.,USA,2330 NICHOLS ST,,ANCHORAGE,ANCHORAGE,AK,995083458,O,OTHER THAN SMALL BUSINESS,4,1,1
UEI:MDUNMWMF3YT5,MDUNMWMF3YT5,,CASCADE CONNECTIONS,CASCADE CONNECTIONS,,1FKE4,MDUNMWMF3YT5,,CASCADE CONNECTIONS,USA,4350 CORDATA PKWY STE 201,,BELLINGHAM,WHATCOM,WA,982268278,O,OTHER THAN SMALL BUSINESS,5,1,1
UEI:RCGVELAX37K8,RCGVELAX37K8,,LOCG LLC,LOCG LLC,,8YHX7,RCGVELAX37K8,,LOCG LLC,USA,1201 2ND AVE,STE 900,SEATTLE,KING,WA,981013020,S,SMALL BUSINESS,4,1,1
UEI:X6QMN77HBG95,X6QMN77HBG95,,"SGV ENTERPRISES, INC.","SGV ENTERPRISES, INC.",,64N16,RV96GXWB75H1,,SGV ENTERPRISES  INC.,USA,615 LAS TUNAS DR,STE J,ARCADIA,LOS ANGELES,CA,910078470,S,SMALL BUSINESS,1,1,1
UEI:RDWGSYKAUN93,RDWGSYKAUN93,,REXUS USA LLC,REXUS USA LLC,,9M6R5,RDWGSYKAUN93,,REXUS USA LLC,USA,19C TROLLEY SQ,,WILMINGTON,NEW CASTLE,DE,198063355,S,SMALL BUSINESS,2,1,1
UEI:QS2GR68J2LE8,QS2GR68J2LE8,,"JBS CONTRACTING, LLC","JBS CONTRACTING, LLC",,96AR7,QS2GR68J2LE8,,"JBS CONTRACTING, LLC",USA,9425 FALLING WATERS CT,,LAUREL,HOWARD,MD,207235973,S,SMALL BUSINESS,4,1,1
UEI:GW1PL9E11KQ4,GW1PL9E11KQ4,,POTOMAC-HUDSON ENGINEERING INC,"POTOMAC-HUDSON ENGINEERING, INC.",,0JCB1,UL59TX8SYLA5,,POTOMAC-HUDSON ENGINEERING INC,USA,77 UPPER ROCK CIR,STE 302,ROCKVILLE,MONTGOMERY,MD,208504054,S,SMALL BUSINESS,10,1,1
UEI:GLHZFFJJZ8G2,GLHZFFJJZ8G2,,WSP USA SOLUTIONS INC,WSP USA SOLUTIONS INC.,,7NNK1,HM3LVZDEQF23,,ENTERRA HOLDINGS LTD,USA,1250 23RD ST NW # 3,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200371164,O,OTHER THAN SMALL BUSINESS,28,1,1
UEI:NKJ8LNAU4LH7,NKJ8LNAU4LH7,,"HAASS CONSTRUCTION CO., INC.","HAASS CONSTRUCTION CO., INC.",,3XCA2,NKJ8LNAU4LH7,,"HAASS CONSTRUCTION CO., INC.",USA,1302 E C ST,,CASPER,NATRONA,WY,826012127,S,SMALL BUSINESS,20,1,1
UEI:F5K8P8Q5EPJ7,F5K8P8Q5EPJ7,,"THE ABO CO-OP, LLC","THE ABO CO-OP, LLC",,0QUZ3,F5K8P8Q5EPJ7,,"THE ABO CO-OP, LLC",USA,12600 W COLFAX AVE STE C105,,LAKEWOOD,JEFFERSON,CO,802153735,S,SMALL BUSINESS,12,1,1
UEI:KEHRBMD9KK55,KEHRBMD9KK55,,"STURGEON ELECTRIC COMPANY, INC.","STURGEON ELECTRIC COMPANY, INC.",,1N4S0,EQWDCK954VJ5,,MYR GROUP INC,USA,12150 E 112TH AVE,,HENDERSON,ADAMS,CO,806409116,O,OTHER THAN SMALL BUSINESS,23,1,1
UEI:E4UCGJ1NLLQ8,E4UCGJ1NLLQ8,,CMIP LLC,CMIP LLC,,9NYM1,E4UCGJ1NLLQ8,,CMIP LLC,USA,190 SIERRA CT STE B113,,PALMDALE,LOS ANGELES,CA,935507605,S,SMALL BUSINESS,3,1,1
UEI:QFLTJSQXFFG3,QFLTJSQXFFG3,,"GRAEBEL COMPANIES, INC.","GRAEBEL COMPANIES, INC.",,09FC0,QFLTJSQXFFG3,,"GRAEBEL COMPANIES, INC.",USA,16346 AIRPORT CIR,,AURORA,ADAMS,CO,800111558,O,OTHER THAN SMALL BUSINESS,6,1,1
UEI:NZK6RGT7GCJ6,NZK6RGT7GCJ6,,TASKS UNLIMITED INC,TASKS UNLIMITED INC,,4Z053,NZK6RGT7GCJ6,,TASKS UNLIMITED INC,USA,2419 NICOLLET AVE,,MINNEAPOLIS,HENNEPIN,MN,554043450,O,OTHER THAN SMALL BUSINESS,7,1,1
UEI:Z8HGMC5U9CT6,Z8HGMC5U9CT6,,"OCS-NCS JV II, LLC","OCS-NCS JV II, LLC",,0MQF5,Z8HGMC5U9CT6,,"OCS-NCS JV II, LLC",USA,2110 REYNOLDS LN REAR,,LOUISVILLE,JEFFERSON,KY,402182645,S,SMALL BUSINESS,2,1,1
UEI:NAWNJKAKTXE5,NAWNJKAKTXE5,,"NORTH STAR COMMUNICATIONS, INC.","NORTH STAR COMMUNICATIONS, INC.",,1LFR5,NAWNJKAKTXE5,,"NORTH STAR COMMUNICATIONS, INC.",USA,5397 OLD BUST HEAD RD,,BROAD RUN,FAUQUIER,VA,201371924,S,SMALL BUSINESS,1,1,1
UEI:LY5SALHHYQC7,LY5SALHHYQC7,,CIN-G CONTRACTING LLC,CIN-G CONTRACTING LLC,,6DZK6,ZXZ9APVDY787,,CIN-G CONTRACTING  LLC,USA,5285 W LOUISIANA AVE,,LAKEWOOD,JEFFERSON,CO,802325938,S,SMALL BUSINESS,13,1,1
UEI:Y5MKPBH47154,Y5MKPBH47154,,"ABIDE INTERNATIONAL, INC.","ABIDE INTERNATIONAL, INC.",,3JWJ1,Y5MKPBH47154,,"ABIDE INTERNATIONAL, INC.",USA,561 1ST STREET WEST,,SONOMA,SONOMA,CA,954766638,S,SMALL BUSINESS,40,1,2
UEI:LVKDTE6J58P5,LVKDTE6J58P5,,PORTCO INC,PORTCO INC,,1F0E8,LVKDTE6J58P5,,PORTCO INC,USA,7025 HARBOUR VIEW BLVD,STE 116,SUFFOLK,SUFFOLK (CITY),VA,234352764,O,OTHER THAN SMALL BUSINESS,10,1,1
UEI:YRDEZH1PBSD4,YRDEZH1PBSD4,,NORTHWEST CENTER,NORTHWEST CENTER,,4T478,YRDEZH1PBSD4,,NORTHWEST CENTER,USA,1119 SW 7TH ST,,RENTON,KING,WA,980575215,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:ZXD5JB1Y7967,ZXD5JB1Y7967,,"DOBSON FAMILY PARTNERSHIP, LLC","DOBSON FAMILY PARTNERSHIP, LLC",,9MML0,ZXD5JB1Y7967,,"DOBSON FAMILY PARTNERSHIP, LLC",USA,3600 YOUNGSTOWN RD SE,,WARREN,TRUMBULL,OH,444842831,O,OTHER THAN SMALL BUSINESS,2,1,1
UEI:FZ2RTJZ3WPN5,FZ2RTJZ3WPN5,,"MVLE, INC","MVLE, INC.",,0P7N9,FZ2RTJZ3WPN5,,"MVLE, INC",USA,7400 FULLERTON RD STE 110,,SPRINGFIELD,FAIRFAX,VA,221532830,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:D7QJVLJK4JK5,D7QJVLJK4JK5,,"FUJITEC AMERICA, INC.",AMERICA FUJITEC INC,,1PP57,D7QJVLJK4JK5,,"FUJITEC AMERICA, INC.",USA,401 FUJITEC DR,,LEBANON,WARREN,OH,450369691,O,OTHER THAN SMALL BUSINESS,6,1,1
UEI:NHQ3U2YH64S8,NHQ3U2YH64S8,,DAVID BURNINGHAM,DAVID BURNINGHAM,,9A2E7,NHQ3U2YH64S8,,DAVID BURNINGHAM,USA,359 AVENIDA LA CUESTA,,SAN MARCOS,SAN DIEGO,CA,920784208,S,SMALL BUSINESS,3,1,1
